HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0,0,4937,2,34,0,0,9,508,0,256,4066,0
2,2,6560,2,29,0,792,0,526,0,0,5954,0
2,1,2909,2,46,0,0,0,0,0,0,993,1
0,0,4954,2,22,0,462,63,0,0,0,7786,0
2,1,2006,2,42,0,0,0,0,0,0,8364,0
2,1,3088,2,46,0,0,0,0,0,0,244,1
0,0,1999,2,15,0,0,6,0,740,0,2136,0
3,0,2911,2,42,0,871,589,14,0,0,3506,0
2,0,2007,2,31,0,162,0,273,675,0,3430,0
2,1,2911,2,9,0,0,0,0,0,0,1992,1
0,0,2913,2,34,2,0,0,0,152,519,2111,0
0,0,4939,2,21,0,9,0,0,25,659,3548,0
0,0,3092,0,16,0,0,11,0,691,0,8128,0
0,0,3092,2,40,0,519,60,132,0,0,7747,0
3,0,2914,2,23,0,455,0,611,0,0,7019,1
0,1,4941,2,6,2,0,0,0,0,0,4766,0
0,0,2915,2,17,0,99,413,988,0,6,7740,1
0,0,2917,0,37,0,19,366,955,0,3,2719,1
1,1,895,1,30,0,0,0,0,0,0,1590,1
1,1,895,2,32,0,0,0,0,0,0,4552,1
1,1,895,0,41,0,0,0,0,0,0,5506,1
1,0,840,0,43,0,0,1495,0,1198,735,7422,0
0,0,2010,0,17,0,1257,0,0,1,21,2716,0
1,1,395,2,37,0,0,0,0,0,0,1486,1
0,1,6560,2,18,0,0,0,0,0,0,235,1
0,2,4943,2,1,0,0,0,0,0,0,2578,0
0,0,4943,2,38,0,0,0,0,946,0,311,0
0,0,3095,2,25,0,129,119,359,189,9,4891,0
0,0,4943,2,6,0,0,0,0,0,0,6835,0
0,1,4943,2,1,0,0,0,0,0,0,1726,1
0,0,4943,1,7,0,0,0,0,0,0,3854,1
3,0,3097,2,24,0,467,148,0,12,0,2536,0
0,0,3097,2,19,0,0,550,0,25,1,5701,1
1,1,471,0,26,0,0,0,0,0,0,3276,1
0,0,4945,2,49,0,0,938,0,19,0,2665,0
0,0,4947,2,18,0,0,0,32,0,557,7972,0
0,0,4951,2,25,0,0,390,70,11,159,7240,0
0,0,2919,2,46,0,235,1507,0,4,0,6455,0
0,1,4953,2,33,0,0,0,0,0,0,3175,0
0,0,4953,2,10,0,0,0,0,0,0,5125,1
0,1,4955,2,38,0,0,0,0,0,0,4677,1
2,0,2003,2,23,0,986,2,401,0,0,3556,0
0,1,4956,2,26,0,0,0,0,0,0,7466,1
0,0,4958,2,16,0,0,11,0,8,666,3480,0
0,0,2011,2,29,0,37,0,534,0,171,2822,1
1,1,842,1,35,0,0,0,0,0,0,3665,1
0,0,2921,2,58,0,0,247,0,108,498,1760,0
0,1,4957,0,17,0,0,0,0,0,0,2531,1
0,1,6560,2,16,0,0,0,0,0,0,7170,1
0,1,4959,0,2,0,0,0,0,0,0,3569,1
0,2,6560,2,13,0,34,1,0,670,29,6707,0
2,0,3099,2,18,0,188,0,616,0,0,1873,1
0,0,2012,0,29,0,46,67,486,88,0,4257,1
0,0,2923,0,21,0,102,9,21,400,104,5191,0
1,1,896,0,43,2,0,0,0,0,0,455,1
0,1,4960,2,69,0,0,0,0,0,0,1076,0
0,0,4960,2,40,0,0,0,14,644,10,6480,0
0,1,4960,2,1,0,0,0,0,0,0,5315,1
2,1,2928,2,36,0,0,0,0,0,0,7749,1
0,2,4961,2,60,0,0,0,0,0,0,2284,0
0,1,4961,1,17,0,0,0,0,0,0,5317,1
0,1,4961,2,49,0,0,0,0,0,0,4397,0
0,0,4961,2,23,0,1,538,0,7,133,5133,0
0,0,3101,2,39,0,402,0,0,167,0,6605,0
0,1,6560,2,53,0,0,0,0,0,0,4413,1
0,0,4962,2,26,0,411,8,1084,0,0,3884,1
1,0,897,2,31,0,0,85,0,1034,212,8464,0
1,1,897,2,48,0,0,0,0,1327,0,5490,1
1,0,897,0,26,2,946,806,0,172,1198,5502,0
2,1,2930,2,25,0,0,0,0,0,0,2791,1
1,1,473,0,25,0,0,0,0,0,0,484,1
0,0,3102,3,30,0,4,492,0,0,3,3035,0
0,1,4964,2,80,0,0,0,0,0,0,363,1
0,1,4963,2,23,0,0,0,0,0,0,3883,0
0,0,4963,2,24,0,0,78,104,316,0,5384,0
0,0,4963,2,47,0,343,0,293,0,5,2832,1
0,1,4965,2,37,0,0,0,0,0,0,2736,0
2,1,3104,2,24,0,0,0,0,0,0,340,1
0,0,4966,2,21,0,90,0,669,0,0,1843,0
2,1,2932,2,42,0,0,0,0,0,0,511,1
0,0,2934,2,39,0,1183,77,0,0,0,5041,0
0,0,3106,2,28,0,485,57,0,0,0,5982,0
0,0,2005,2,32,0,0,0,1115,329,813,4662,0
1,0,474,2,31,0,0,681,58,933,814,5510,0
0,1,6560,2,13,0,0,0,0,0,0,4402,1
0,0,2939,2,41,0,84,0,6,661,2,8129,1
0,0,3109,2,21,0,7,0,513,0,0,3482,0
0,0,4969,2,80,0,0,0,0,0,0,1517,0
0,0,4969,2,9,0,0,0,1115,0,0,5006,1
1,0,1224,2,36,0,0,1451,0,1040,395,5652,0
1,1,1224,0,30,0,0,0,0,0,0,6899,1
0,0,4967,2,27,0,0,463,0,245,0,4401,0
0,0,2940,2,40,0,476,0,388,6,0,1433,0
1,0,844,2,41,0,0,112,1112,1298,10,421,0
1,1,396,0,16,0,0,0,0,0,0,5505,1
1,0,396,1,36,1,2,1382,0,98,4,2621,1
1,0,1227,2,15,0,31,615,1,1218,1070,26,0
1,1,1227,2,39,0,0,0,0,0,0,128,1
2,1,2942,2,21,0,0,0,0,0,0,5660,1
0,0,3110,1,24,0,0,0,498,0,91,2717,1
2,0,3112,2,28,0,1037,1,57,0,0,3587,0
0,2,4968,2,47,0,0,14,0,1041,0,737,0
3,0,4972,2,55,0,0,912,156,1327,0,4002,0
0,1,4972,2,80,0,0,0,0,0,0,8473,1
0,0,2008,0,22,0,10,0,515,0,85,2354,1
0,1,4972,2,26,0,0,0,0,0,0,2603,1
2,0,2944,3,62,0,100,0,38,809,0,8405,0
2,0,2017,2,53,0,690,0,568,442,24,1094,0
0,0,4970,0,29,0,30,0,0,0,633,4520,0
0,0,4973,2,21,0,525,0,142,103,0,864,0
0,1,4971,1,18,0,0,0,0,0,0,7969,1
2,1,2019,2,34,0,0,0,0,0,0,7375,1
0,0,3114,2,19,0,1,7,1115,564,0,3772,0
0,0,4978,2,14,0,0,312,0,25,850,3618,0
0,0,4974,2,21,0,559,0,0,1327,15,2381,0
2,0,1230,2,55,0,327,0,691,0,31,684,1
1,0,846,0,18,0,0,1197,0,430,8,3259,1
1,1,399,0,33,0,0,0,0,0,0,3643,1
1,0,399,2,35,0,1273,228,25,42,1142,837,0
3,1,899,2,31,0,0,0,0,0,0,961,1
1,0,847,2,27,0,0,1036,810,1048,113,913,0
1,0,847,2,80,0,0,36,88,729,715,4047,0
0,1,4975,1,13,0,0,0,0,0,0,4893,1
0,0,3119,2,24,0,24,165,0,433,15,3393,0
0,0,4981,2,22,0,31,0,1,25,619,7030,0
1,1,401,2,32,0,0,0,0,0,0,8473,0
1,1,401,2,18,0,0,0,0,0,0,403,1
1,1,6560,2,53,0,0,0,0,0,0,196,1
2,0,3121,2,4,0,0,0,0,0,0,1990,1
2,1,3121,2,24,0,0,0,0,0,0,5793,1
2,0,3121,2,23,0,533,0,513,0,0,7135,1
2,0,3121,2,1,0,0,0,0,0,0,3576,1
0,0,3123,2,18,2,1072,0,285,0,0,2130,1
2,0,3125,2,21,0,669,45,395,0,0,8181,0
2,0,1251,2,40,0,1224,0,21,0,1,2419,0
1,1,475,2,49,0,0,0,0,0,0,6264,1
0,1,4979,1,25,0,0,0,0,0,0,6213,0
0,1,4983,0,21,0,0,0,0,0,0,999,1
1,1,143,2,40,0,0,0,0,0,0,382,1
1,1,143,0,47,1,0,0,0,0,0,2487,1
0,0,4985,1,25,0,149,0,0,346,0,4104,0
1,1,6560,2,36,0,0,0,0,0,0,3565,1
0,0,3127,2,39,0,17,295,588,17,325,7470,0
1,1,403,0,26,0,0,0,0,0,0,749,1
0,0,4980,2,0,0,0,0,1115,0,0,247,1
0,1,4980,2,14,0,0,0,0,0,0,6147,1
2,0,3129,2,7,0,0,0,0,0,0,3900,1
2,1,2948,0,50,0,0,0,0,0,0,3086,1
0,0,2949,0,22,0,0,15,0,455,122,7638,0
0,1,4982,1,17,0,0,0,0,0,0,6884,1
0,0,2949,2,35,0,550,0,0,0,40,4604,0
0,0,2950,2,22,0,0,767,0,0,329,4977,0
0,0,4986,2,26,0,0,0,1,705,0,7220,0
0,0,2009,1,24,0,0,0,91,894,0,5340,1
1,0,906,2,59,0,0,1081,0,98,0,8473,1
2,1,2953,2,24,0,0,0,0,0,0,1447,1
2,0,2025,2,17,0,0,0,0,0,0,1955,0
2,1,2953,2,28,0,0,0,0,0,0,5552,1
0,1,4984,2,38,0,0,0,0,0,0,4944,1
1,2,476,2,2,0,0,0,0,0,1306,4718,1
1,0,476,2,36,0,0,226,0,1244,1040,2459,0
1,1,476,0,32,0,0,0,0,0,0,19,1
0,0,2027,2,15,0,0,10,0,491,337,1814,0
0,0,2954,2,54,0,0,0,5,823,26,4492,0
2,1,3133,2,18,0,0,0,0,0,0,1562,1
0,0,3134,2,22,0,547,77,0,0,1,3986,0
0,1,4988,2,23,0,0,0,0,0,0,6079,0
1,0,1252,2,14,0,0,1296,253,192,865,1612,1
1,1,1252,2,26,0,0,0,0,0,0,875,1
0,0,2956,2,73,0,16,0,600,2,89,7465,0
1,0,405,2,29,0,0,0,0,0,0,7523,1
2,1,2958,2,29,0,0,0,0,0,0,5112,1
0,0,4987,2,12,0,0,0,0,0,0,3207,0
0,0,2960,0,27,0,31,209,301,0,14,8114,0
0,0,4989,2,31,0,630,0,3,57,0,1909,0
0,1,4991,1,26,0,1273,0,0,0,0,8247,0
1,1,1255,0,35,0,0,0,0,0,0,281,1
1,1,127,2,25,0,0,0,0,0,0,848,1
1,1,127,3,40,0,0,0,0,0,0,140,1
2,1,2029,2,18,0,0,0,0,0,0,4769,0
2,0,2029,3,52,0,869,2,73,0,0,373,0
2,1,2961,2,35,0,0,0,0,0,0,8118,1
0,0,2962,2,51,0,168,305,0,16,744,7663,0
0,0,2962,2,35,0,0,0,62,0,698,1336,0
0,0,2963,2,14,0,0,388,233,171,0,2092,0
1,1,907,0,80,0,0,0,0,0,0,432,1
1,1,907,0,26,0,0,0,0,0,0,773,1
3,1,4990,0,21,0,0,0,0,0,0,5401,0
1,0,145,0,45,0,5,1499,0,79,256,3627,1
1,0,145,2,29,2,0,853,0,356,1,207,1
1,0,145,2,39,1,1,327,64,145,860,174,1
1,1,145,0,37,0,0,0,0,0,0,7099,1
0,1,4995,1,22,0,0,0,0,0,0,6198,1
0,0,4997,2,22,0,6,21,0,642,0,1249,0
0,0,4996,1,30,0,0,34,141,258,0,627,0
0,1,6560,2,1,0,0,0,0,0,0,4106,1
0,1,4996,1,0,0,0,0,0,0,0,5937,1
0,0,4999,2,9,0,0,0,0,0,0,2441,0
0,0,4999,1,18,0,0,0,0,1,299,6214,0
2,0,3136,2,29,0,972,1,198,0,0,7188,0
2,0,2968,0,52,0,1273,0,244,869,484,3878,0
0,0,2030,2,27,0,0,0,683,59,0,4416,0
1,0,852,2,54,0,0,607,0,87,914,4044,0
1,0,852,2,28,0,40,1443,0,110,467,5372,1
1,1,410,2,65,0,0,0,0,0,0,8331,1
1,1,410,0,26,0,0,0,0,0,0,262,1
0,0,3137,2,29,0,12,2,0,374,908,6682,0
3,0,4998,2,20,0,0,38,0,0,958,4904,0
2,0,2970,2,39,0,927,238,750,1,29,6346,0
2,1,2970,2,37,0,0,0,0,0,0,1868,1
0,0,2972,2,20,0,1273,25,0,11,0,6171,0
2,1,6560,2,40,0,0,0,0,0,0,8373,1
2,0,2031,2,0,0,0,0,0,0,0,2726,1
2,1,2031,2,33,0,0,0,0,0,0,1685,0
2,1,2973,2,23,0,0,0,0,0,0,1767,1
0,0,3140,0,32,0,1,0,1115,9,551,4175,0
0,0,2975,2,20,0,0,52,0,109,514,2541,0
1,1,1233,0,60,0,0,0,0,0,0,66,1
0,0,2977,2,53,0,0,0,596,0,0,6076,1
1,1,1234,2,26,0,0,0,0,0,0,5298,1
1,0,1234,0,35,0,0,1349,0,174,1109,694,0
0,0,2978,0,19,0,311,0,0,0,259,7884,0
1,0,853,0,43,0,1,997,1115,1,1081,5491,0
1,0,853,0,29,0,1160,0,0,1096,1067,18,0
0,0,5000,2,20,0,584,117,0,0,0,6441,0
0,0,3142,2,19,0,0,0,132,990,1306,1884,0
0,0,2979,1,21,0,423,0,0,0,110,1189,1
1,0,1257,0,39,0,2,1490,305,1,704,5528,1
0,1,5001,2,12,0,0,0,0,0,0,2162,0
0,0,3144,0,20,0,1041,0,0,0,0,2181,1
0,0,3146,2,18,0,490,129,7,0,0,1761,0
1,0,855,2,31,0,1273,568,0,1270,1021,6942,0
0,0,2980,1,35,0,520,3,0,1327,25,5839,0
0,1,5002,1,44,0,0,0,1115,0,0,2210,1
1,0,412,2,62,0,33,1201,0,349,0,6903,1
2,0,2013,2,23,0,1,0,11,0,1046,2447,0
2,0,3148,2,23,1,3,0,0,940,1306,7984,0
0,0,3149,2,19,0,0,0,953,0,36,2818,1
0,0,3150,2,29,0,18,7,0,0,632,5443,0
1,0,1236,2,31,0,0,1309,133,1011,353,5631,1
1,1,1236,0,33,1,0,1507,0,0,0,3783,1
1,0,1236,2,41,0,0,1157,0,375,440,7291,0
1,0,857,2,60,0,19,1406,0,0,959,3277,1
1,1,477,2,41,0,0,0,1115,0,0,770,1
1,0,414,2,69,1,0,248,0,183,1270,700,0
1,0,414,0,44,0,9,1035,0,519,1,6409,1
1,1,414,0,18,0,0,1507,0,0,0,5601,1
1,0,414,0,26,0,0,1474,0,3,340,3753,1
0,0,3152,2,30,0,4,0,384,1051,0,2573,0
2,0,3153,2,34,0,81,0,418,119,0,2293,0
0,0,3156,1,18,0,0,0,15,475,84,7025,0
0,1,5003,0,49,0,0,0,0,0,0,2070,1
0,0,3158,1,71,0,48,43,0,78,454,7022,0
0,0,2984,1,19,0,146,474,0,0,1,7305,0
0,0,2986,1,23,0,90,4,0,7,494,1040,0
1,1,478,2,31,0,0,0,0,0,0,6231,1
1,1,478,2,40,0,0,0,0,0,0,2745,1
2,0,1258,0,28,0,49,0,0,2,787,7708,0
1,1,479,2,17,0,0,0,0,0,0,2319,1
1,0,479,2,24,0,0,620,0,1228,140,1411,0
1,1,479,0,54,2,0,0,0,0,0,6519,1
0,1,5007,2,21,0,0,0,0,0,0,2557,0
0,1,2989,0,2,0,0,0,0,0,0,3738,0
0,2,2989,0,20,0,6,757,0,24,13,8308,1
0,0,2989,0,20,2,97,254,0,281,39,7694,0
1,0,1260,0,36,0,0,1267,0,0,938,3784,1
0,1,5009,2,25,0,0,0,1115,0,0,4290,1
1,0,909,0,58,0,0,210,0,1248,1306,6803,0
1,0,909,2,37,0,79,202,0,383,549,705,1
1,0,909,2,26,0,0,13,0,1164,1132,3243,0
0,1,5010,2,45,0,0,0,0,0,0,8045,0
0,0,3162,2,44,0,0,677,0,0,0,6761,0
2,1,3164,2,24,0,0,0,0,0,0,5454,1
0,1,6560,0,13,0,0,0,0,0,0,2689,1
0,0,5012,2,4,0,0,0,0,0,0,3124,1
0,0,3165,2,24,0,331,690,311,0,537,2903,0
0,0,3165,0,27,0,3,13,0,0,641,5574,0
0,0,2014,2,39,0,44,912,0,6,0,6677,0
0,1,5004,2,23,0,0,0,0,0,0,5729,0
0,0,5004,0,4,0,0,0,0,0,0,1370,0
0,1,5004,2,0,0,0,0,0,0,0,3026,0
2,1,2991,2,22,0,0,0,0,0,0,3337,1
2,0,1262,2,27,0,666,0,0,694,20,3477,0
1,1,859,2,22,0,0,0,0,0,0,5887,1
1,1,860,0,26,0,0,0,0,0,0,384,1
1,0,860,2,60,0,0,1365,0,1220,8,34,0
0,0,5014,2,18,0,0,267,0,486,23,651,0
0,1,5016,0,20,0,0,0,0,0,0,5962,0
0,0,2015,2,25,0,11,594,0,0,0,550,1
0,1,5005,1,24,0,0,0,0,0,0,1104,1
0,1,5008,2,38,0,0,0,0,0,0,7282,1
0,0,2992,2,18,0,0,17,5,0,584,6972,1
1,1,417,0,45,0,0,0,0,0,0,3516,1
1,0,417,2,13,0,0,1221,0,905,1149,5303,0
1,0,417,2,28,0,0,1169,76,0,128,5781,1
1,0,417,2,5,0,0,0,0,0,0,2247,1
0,0,5019,2,20,0,0,136,0,1143,92,2952,0
0,1,6560,2,2,0,0,0,0,0,0,5234,1
0,0,5019,2,42,0,18,5,403,324,57,4292,0
0,0,5019,0,0,0,0,0,0,0,0,1839,1
0,0,5021,2,18,0,0,409,0,44,240,4205,0
0,1,5023,1,26,0,0,0,0,0,0,3448,0
2,1,2033,0,3,0,0,0,1115,0,0,1215,1
2,1,2033,1,49,0,0,0,0,0,0,7318,1
2,0,2033,2,19,0,559,0,10,466,25,7312,0
0,1,5011,2,19,0,0,0,0,0,0,7252,0
0,1,5025,2,15,0,0,0,0,0,0,5692,0
0,0,5027,1,53,0,90,29,101,232,56,6243,0
0,0,5013,2,0,0,0,0,0,0,0,5138,1
0,0,2997,0,39,0,999,0,244,219,0,5827,0
0,0,5013,2,45,0,0,0,1061,986,0,4875,0
0,1,5013,2,10,0,0,0,0,0,0,8338,1
0,0,5013,0,1,0,0,0,0,0,0,5185,1
0,0,5013,2,9,0,0,0,0,0,0,1636,1
2,0,3169,2,40,0,742,0,322,0,0,3954,0
0,0,3171,3,26,0,0,0,0,511,8,1187,0
0,0,3173,2,18,0,836,28,50,0,0,5337,0
1,0,2016,2,47,0,0,282,0,707,771,4094,0
0,0,5015,2,31,0,0,686,0,0,702,5074,0
2,0,2018,2,80,0,259,11,40,587,0,4795,0
0,1,5017,1,23,0,0,0,0,0,0,4667,1
0,0,2999,0,32,0,7,552,1115,6,13,157,0
0,0,2999,2,32,0,270,670,1,1,194,5027,0
0,0,2999,2,21,0,529,0,0,0,2,1359,0
0,0,2999,2,80,0,4,0,9,20,670,1193,0
0,0,5018,2,22,0,607,0,0,0,0,1285,0
0,0,5018,2,18,0,0,650,2,1327,0,1443,1
0,1,5018,1,28,0,0,0,0,0,0,8219,1
0,1,5018,2,38,0,0,0,0,0,0,6754,1
0,0,3177,2,46,0,0,0,489,151,0,2083,0
1,0,911,2,44,0,0,1230,0,443,4,775,1
1,1,912,2,38,0,0,0,0,0,0,7592,1
1,0,147,0,28,0,5,1429,0,175,1095,5629,0
0,0,5020,2,31,0,116,1507,274,2,215,2133,0
0,1,5022,2,18,0,0,0,0,0,0,6985,1
0,0,3002,1,18,0,0,204,4,0,452,4176,0
0,0,5024,0,4,0,0,0,0,0,0,4874,1
0,1,5024,1,0,0,0,0,0,0,0,4585,1
0,0,5024,2,0,0,0,0,0,0,1306,3389,0
0,1,5024,1,23,0,0,0,0,0,0,6539,0
1,0,864,2,35,0,0,570,0,0,1063,759,0
1,1,482,0,43,0,0,0,0,0,0,4131,1
0,0,5026,1,18,0,0,0,19,616,4,3488,0
0,0,3003,2,18,0,447,2,3,713,0,3862,0
0,0,3004,2,18,0,0,0,549,30,0,3743,1
0,0,3180,0,49,0,492,0,0,115,0,490,0
0,0,5033,2,19,0,0,0,0,0,0,6132,0
0,1,5036,1,22,0,0,0,0,0,0,8215,1
1,0,913,2,4,0,0,1507,0,1327,0,98,1
1,0,913,2,0,0,0,0,0,0,0,1294,1
3,1,913,2,80,0,0,0,0,0,1306,1660,1
1,0,913,2,39,0,19,1212,0,366,440,5868,1
1,0,913,0,36,0,0,1424,5,0,1264,1278,0
1,1,913,2,53,0,0,0,0,0,0,7104,1
1,0,915,0,23,0,0,330,0,6,1306,440,0
1,1,915,2,24,0,0,0,0,0,0,3264,1
1,0,2036,2,25,0,0,724,930,73,612,4755,0
1,0,2036,2,30,0,200,149,1047,165,405,7573,0
0,2,5038,2,20,0,512,0,2,0,0,5174,0
2,1,3182,2,40,0,0,0,0,0,0,3865,1
0,1,5028,1,18,0,0,0,0,0,0,544,1
0,0,5040,2,57,0,6,411,333,0,0,6086,1
2,0,1242,2,47,0,898,0,5,421,0,1997,0
0,1,5029,0,26,0,1273,0,0,0,0,4398,1
0,0,3006,1,29,0,412,0,60,12,0,5684,0
0,0,5042,2,32,0,0,2,1,0,695,3039,0
1,1,1244,2,30,0,0,0,0,0,0,839,1
0,0,5044,2,18,0,22,0,564,0,1,6143,1
0,0,3009,2,49,0,0,4,50,0,610,4374,0
1,1,420,2,33,0,0,0,0,0,0,7534,1
0,2,5046,2,18,0,3,0,3,957,0,6462,0
1,0,148,2,29,0,0,1334,1,133,32,3628,1
2,1,3184,2,34,0,0,0,0,0,0,6483,1
2,0,1264,2,43,0,793,105,479,529,0,5758,0
2,0,3186,2,18,0,32,796,1,0,0,3912,1
0,1,5030,2,31,0,0,0,0,0,0,5834,0
2,0,6560,2,15,0,85,0,813,0,232,3769,0
2,1,3012,2,3,0,0,0,0,0,0,7384,1
2,1,3012,2,37,0,0,0,0,0,0,3586,1
2,1,3012,2,1,0,0,0,0,0,0,2028,1
0,0,2020,2,27,0,14,777,399,12,9,4873,1
0,1,5047,2,15,0,0,0,0,0,0,743,1
0,0,5031,2,33,0,193,627,0,0,0,3822,1
0,0,5031,2,65,0,0,0,111,201,493,7877,0
0,0,3014,2,19,0,5,511,0,120,379,2537,0
0,0,3015,2,30,0,0,0,640,0,18,4852,0
0,0,3015,2,37,0,72,0,18,0,657,7303,0
0,0,3016,2,15,0,0,21,22,787,233,4488,0
0,0,3017,2,19,0,428,0,0,251,0,6083,0
0,0,3018,2,20,0,603,16,0,0,29,4611,0
0,1,5032,0,19,0,0,0,0,0,0,315,0
0,0,3020,0,21,0,420,0,187,1,1,5330,0
0,0,5037,2,20,0,2,2,705,8,0,5465,1
0,0,5039,2,18,0,0,44,0,650,69,4431,0
0,0,5049,2,27,0,770,0,0,9,0,5846,0
1,0,1266,2,23,0,0,1129,23,562,168,8473,1
0,1,5050,2,25,0,0,0,0,0,0,4927,0
0,0,5050,1,72,0,281,0,0,0,397,5936,0
0,1,5041,3,35,0,0,0,0,0,0,3028,1
0,0,3188,0,29,0,52,1507,504,401,79,6551,0
0,2,5055,2,11,0,0,0,0,0,0,7702,0
0,1,5055,2,7,0,0,0,0,0,0,5097,0
2,1,3192,2,80,0,0,0,0,0,0,1864,1
0,0,5043,2,28,0,0,1,12,699,0,5881,0
2,0,2021,2,41,0,342,0,540,0,0,7620,0
0,0,5057,2,80,0,0,0,415,300,0,1404,0
0,0,3022,0,19,2,84,4,4,516,0,318,0
0,0,5045,0,8,0,0,0,0,0,0,7238,1
0,1,5045,0,4,0,0,0,0,0,0,5448,1
0,1,5058,1,38,0,0,0,0,0,0,1182,0
2,0,3025,2,21,0,32,0,766,0,0,4967,1
0,1,5059,2,18,0,0,0,0,0,0,2044,0
0,1,5060,2,10,0,0,0,0,0,0,4567,1
2,0,2024,2,29,0,278,0,48,728,0,6584,0
2,1,3194,2,25,0,0,0,0,0,0,1085,1
1,1,483,2,40,0,0,0,0,0,0,830,1
1,0,483,2,19,0,0,3,0,720,1047,7054,0
2,0,3196,2,38,0,86,766,643,0,0,2343,1
0,0,3028,2,19,0,29,1087,0,0,122,4830,1
2,0,3029,2,0,0,0,0,0,0,0,6273,1
2,1,3029,2,4,0,0,0,0,0,0,5553,1
2,1,3029,2,29,0,0,1507,0,1327,0,6291,1
0,0,5061,2,46,0,0,0,0,333,438,4991,0
2,1,3030,2,32,0,0,0,0,0,0,7130,1
1,2,867,2,26,0,0,0,0,0,0,1472,1
1,1,867,2,23,0,0,0,0,0,0,8430,1
0,1,5063,0,32,0,0,0,0,0,0,2276,1
0,0,5064,2,31,0,0,1274,55,56,1306,5695,1
0,0,3197,2,34,0,0,0,708,22,0,1534,1
3,0,3198,2,45,0,0,1,223,393,17,3970,0
0,0,5048,2,61,0,67,0,541,0,86,468,0
2,0,2038,2,21,0,879,0,541,0,0,7755,0
2,0,1268,2,80,0,1044,0,699,0,7,6700,0
2,0,3200,2,15,0,833,0,170,1,11,3416,0
0,1,5068,2,14,0,0,0,0,0,0,7273,0
0,1,5051,2,18,0,0,0,0,0,0,1242,1
1,1,918,2,39,0,0,0,0,0,0,7428,1
2,1,2040,2,62,0,0,0,0,0,0,8473,1
2,0,3033,2,40,0,910,0,0,0,0,7119,0
3,0,3034,2,21,0,5,0,0,22,535,3887,0
2,1,3035,2,12,0,0,0,0,0,0,3194,1
1,0,868,3,27,0,0,1507,0,978,559,480,1
1,0,869,2,28,0,1015,1330,0,87,712,1274,0
0,0,5054,2,0,0,0,0,0,0,0,4858,1
0,0,3036,2,17,0,4,0,696,0,0,3838,0
2,0,3037,0,23,0,209,0,1022,423,0,5017,0
0,0,5069,2,6,0,0,0,0,0,0,327,1
0,1,5069,1,29,0,0,0,0,0,0,3988,1
0,0,5069,3,41,0,668,0,0,1327,49,1247,0
1,0,5,0,27,1,0,832,985,0,0,6337,1
1,1,5,2,34,0,0,0,0,0,0,6778,1
1,1,2043,0,36,0,0,0,0,0,0,898,1
0,0,5056,2,30,0,397,0,0,0,260,6839,0
1,0,1247,2,30,0,0,494,0,31,1234,437,0
3,0,1247,0,29,1,0,1124,0,2,545,3791,1
0,0,3041,2,21,0,330,168,158,0,85,4943,0
0,0,3205,0,21,0,444,4,37,1,0,3187,0
0,0,3207,0,18,0,2,81,479,37,0,6065,0
2,1,3209,2,11,0,0,0,0,0,0,2766,1
2,0,3209,2,65,0,935,0,0,0,0,4693,0
2,0,3209,0,25,0,145,0,188,599,0,3721,0
2,1,3209,0,0,0,0,0,0,0,0,3843,1
0,0,3211,2,24,0,0,0,605,1327,75,6738,0
0,1,5071,1,19,0,0,0,0,0,0,1149,1
0,0,3213,2,23,0,0,0,0,0,570,3893,0
1,0,6560,1,45,1,1273,49,0,1224,1154,3682,0
3,1,919,0,52,0,0,0,0,0,0,65,1
0,0,2044,1,55,0,0,379,258,48,0,4090,1
0,1,5073,1,24,0,0,0,0,0,0,2532,0
0,0,5074,2,31,0,626,0,0,1327,1,4811,0
0,1,5077,2,18,0,0,0,0,0,0,5467,0
0,1,5079,2,22,0,0,0,0,0,0,4282,0
0,0,3046,2,39,0,643,0,0,4,0,8325,0
0,1,5080,1,19,0,0,0,0,0,0,2656,1
1,0,920,0,33,0,760,0,0,1035,1101,4925,0
0,1,5082,1,14,0,0,0,0,0,0,4171,1
2,0,2026,2,30,0,562,0,496,0,0,3433,0
2,1,2046,2,30,0,0,0,0,0,0,5604,1
2,1,3216,2,21,0,0,0,0,0,0,1742,1
2,0,3216,2,45,0,424,0,2,672,0,6451,0
2,1,3216,2,17,0,0,0,0,1327,0,3007,1
1,0,1249,2,39,0,0,240,1115,970,963,5361,0
1,2,1249,2,22,0,0,1223,0,776,1008,2619,0
0,0,3048,2,37,0,405,0,163,0,46,2899,0
1,0,2048,2,48,0,0,1507,0,356,264,7443,1
1,1,2048,2,33,0,0,0,0,0,0,7110,1
1,0,2048,0,37,0,0,1027,2,831,252,190,0
0,0,3218,2,27,0,936,160,790,0,0,6432,0
2,1,1250,2,29,0,0,0,1115,0,0,2349,1
2,0,1250,2,38,0,30,359,115,336,0,7808,1
2,1,1250,2,16,0,0,0,0,0,0,7927,1
0,0,3050,1,18,0,0,0,961,16,232,3364,0
0,0,3220,2,80,0,41,23,63,0,541,7265,0
2,1,2028,2,47,0,0,1507,0,0,0,5599,1
1,1,484,2,15,0,0,0,0,0,0,6224,1
1,1,484,2,13,0,0,0,0,0,0,5608,1
0,1,5085,1,19,0,0,0,0,0,0,494,0
1,1,485,2,17,0,0,0,0,0,0,6055,1
